term_id,canonical_arabizi,variants,arabic_lebanese,english_meaning,language_role,sector_hint,issue_hint,asset_type,source,confidence,complaint_use,context_required,negative_constraints,example_contexts,review_status
CFL-02389,time observed,time observed,,,required_evidence,OTHER,private_plumbing_inside_home,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02390,public agency depends on asset and location,public agency depends on asset and location,,,responsible_party_hint,OTHER,private_plumbing_inside_home,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02391,home plumbing,home plumbing,,,state,OTHER,private_plumbing_inside_home,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02392,kel yom,kel yom,,,time_expression,OTHER,private_plumbing_inside_home,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02393,men embare7,men embare7,,,time_expression,OTHER,private_plumbing_inside_home,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02394,men tlet iyem,men tlet iyem,,,time_expression,OTHER,private_plumbing_inside_home,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02395,3ajil,3ajil,,,urgency_expression,OTHER,private_plumbing_inside_home,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02396,khatir,khatir,,,urgency_expression,OTHER,private_plumbing_inside_home,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02397,ma byin7amal,ma byin7amal,,,urgency_expression,OTHER,private_plumbing_inside_home,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02398,UNKNOWN,UNKNOWN,,,agency_hint,OTHER,private_social_media_post,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02399,account,account,,,asset,OTHER,private_social_media_post,sawra; post; story; account,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02400,post,post,,,asset,OTHER,private_social_media_post,sawra; post; story; account,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02401,sawra,sawra,,,asset,OTHER,private_social_media_post,sawra; post; story; account,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02402,story,story,,,asset,OTHER,private_social_media_post,sawra; post; story; account,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02403,citizen-observed failure,citizen-observed failure,,,cause,OTHER,private_social_media_post,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02404,unknown,unknown,,,cause,OTHER,private_social_media_post,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02405,ma 3am tetla3,ma 3am tetla3,,,failure_mode,OTHER,private_social_media_post,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02406,private,private,,,failure_mode,OTHER,private_social_media_post,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02407,route to TELECOM without network evidence,route to TELECOM without network evidence,,,forbidden_combination,OTHER,private_social_media_post,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02408,social media app,social media app,,,hard_negative_near_miss,OTHER,private_social_media_post,,scenario_inventory,curated,generation_component,TRUE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02409,agency/jurisdiction unclear,agency/jurisdiction unclear,,,hitl_trigger,OTHER,private_social_media_post,,scenario_inventory,curated,generation_component,TRUE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02410,public vs private boundary,public vs private boundary,,,hitl_trigger,OTHER,private_social_media_post,,scenario_inventory,curated,generation_component,TRUE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02411,not municipal,not municipal,,,impact,OTHER,private_social_media_post,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02412,3al instagram,3al instagram,,,location_pattern,OTHER,private_social_media_post,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02413,3al mobile,3al mobile,,,location_pattern,OTHER,private_social_media_post,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02414,GPS,GPS,,,required_evidence,OTHER,private_social_media_post,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02415,image,image,,,required_evidence,OTHER,private_social_media_post,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02416,time observed,time observed,,,required_evidence,OTHER,private_social_media_post,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02417,public agency depends on asset and location,public agency depends on asset and location,,,responsible_party_hint,OTHER,private_social_media_post,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02418,app/social account,app/social account,,,state,OTHER,private_social_media_post,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02419,kel yom,kel yom,,,time_expression,OTHER,private_social_media_post,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02420,men embare7,men embare7,,,time_expression,OTHER,private_social_media_post,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02421,men tlet iyem,men tlet iyem,,,time_expression,OTHER,private_social_media_post,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02422,3ajil,3ajil,,,urgency_expression,OTHER,private_social_media_post,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02423,khatir,khatir,,,urgency_expression,OTHER,private_social_media_post,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02424,ma byin7amal,ma byin7amal,,,urgency_expression,OTHER,private_social_media_post,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without network evidence,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFL-02425,UNKNOWN,UNKNOWN,,,agency_hint,OTHER,private_wifi_password,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without Ogero/line/neighborhood outage,password l wifi ghalat; laptop ma 3am yeshbak 3al wifi; baddi ghayyer password l router,hard_negative
CFL-02426,password,password,,,asset,OTHER,private_wifi_password,wifi; password; router,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without Ogero/line/neighborhood outage,password l wifi ghalat; laptop ma 3am yeshbak 3al wifi; baddi ghayyer password l router,hard_negative
CFL-02427,router,router,,,asset,OTHER,private_wifi_password,wifi; password; router,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without Ogero/line/neighborhood outage,password l wifi ghalat; laptop ma 3am yeshbak 3al wifi; baddi ghayyer password l router,hard_negative
CFL-02428,wifi,wifi,,,asset,OTHER,private_wifi_password,wifi; password; router,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without Ogero/line/neighborhood outage,password l wifi ghalat; laptop ma 3am yeshbak 3al wifi; baddi ghayyer password l router,hard_negative
CFL-02429,citizen-observed failure,citizen-observed failure,,,cause,OTHER,private_wifi_password,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without Ogero/line/neighborhood outage,password l wifi ghalat; laptop ma 3am yeshbak 3al wifi; baddi ghayyer password l router,hard_negative
CFL-02430,unknown,unknown,,,cause,OTHER,private_wifi_password,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without Ogero/line/neighborhood outage,password l wifi ghalat; laptop ma 3am yeshbak 3al wifi; baddi ghayyer password l router,hard_negative
CFL-02431,ma byeshbak,ma byeshbak,,,failure_mode,OTHER,private_wifi_password,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without Ogero/line/neighborhood outage,password l wifi ghalat; laptop ma 3am yeshbak 3al wifi; baddi ghayyer password l router,hard_negative
CFL-02432,password ghalat,password ghalat,,,failure_mode,OTHER,private_wifi_password,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without Ogero/line/neighborhood outage,password l wifi ghalat; laptop ma 3am yeshbak 3al wifi; baddi ghayyer password l router,hard_negative
CFL-02433,private,private,,,failure_mode,OTHER,private_wifi_password,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM without Ogero/line/neighborhood outage,password l wifi ghalat; laptop ma 3am yeshbak 3al wifi; baddi ghayyer password l router,hard_negative
