normalised_token,top_raw_forms,freq,distinct_tweets,civic_co_occ,civic_ratio,az_ctx_count,az_ctx_ratio,score,has_arabizi_digit,guardrailed,sample_tweet
bassemyakhour,bassemyakhour(5),5,4,1,0.250,2,0.500,8.8,0,0,أخواتي #العرابين #العراب #تحت_الحزام #دراما_رمضان_كواليس_النجوم @BassemYakhour @alarab #باسل_خياط #ب
madonna,madonna(7),7,6,0,0.000,3,0.500,8.8,0,0,Follow the amazing star https://t.co/xuitdrQBab #Madonna  #DavidBowie  #Bruxelles  #50Cent  @Raphael
citymall,citymall(4),4,3,1,0.333,3,1.000,8.7,0,0,"يا رب لست أعلم ما هو أكبر ذنب لدي لكن أعلم و كلي إيمان أن رحمتك سبقت غضبك ومغفرتك سبقت عذابك,None,No"
airliner518,airliner518(4),4,3,1,0.333,3,1.000,8.7,1,0,@airliner518 عندي نفس الصورة أتوقعه مشجع عربي مع أنه كان حاضر بالماراكانا
spinneys,spinneys(4),4,3,1,0.333,3,1.000,8.7,0,0,I'm at Radical Fitness - Spinneys https://t.co/38XJBpUsLj
hehehehe,hehehehe(4),4,3,1,0.333,3,1.000,8.7,0,0,hehehehe y3ni m3k 72 https://t.co/7fxaTHtpj5
fady,fady(4),4,3,1,0.333,3,1.000,8.7,0,0,"الحب اعمى والفتيات لايرون  الحماقه التي يقترفونها   #صبايا_اليوم,صبايا_اليوم,None,ar,لبنان,LB,لبنان,"
sospascal,sospascal(4),4,3,1,0.333,3,1.000,8.7,0,0,"@beterhana8551: الظاهر ماعجبناك,None,beterhana8551,ar,لبنان,LB,لبنان,0,nadoushn164,4852502232,5,1,ar"
yumyum,yumyum(4),4,3,1,0.333,3,1.000,8.7,0,0,Living in that country is the slowest way of DYING...“ Wishing you a blessed #evening! #RDM @… https
bistrobar,bistrobar(4),4,3,1,0.333,3,1.000,8.7,0,0,Nour Nimri  at BistroBar Live  HAMRA EVERY Wednesday.   more at : https://t.co/nBoBsi512p @bistrobar
ghost,ghost(5),5,5,1,0.200,3,0.600,8.5,0,0,Welcome to the ghost city! @ Beirut Down Town https://t.co/7k8EdJUU3D
motriy,motriy(3),3,3,2,0.667,3,1.000,8.5,0,0,? نشط في لبنان ??? #كل_الموضوع #MotRiy آخر تحديث: 2016-03-11 19:40:10
eva,eva(3),3,3,2,0.667,3,1.000,8.5,0,0,فضيحة (#تشيلسي): طبيبة الفريق تمارس الجنس مع اللاعبين! https://t.co/XHQSpfcB6M  Aywa l eva carineiro
declared,declared(6),6,6,1,0.167,1,0.167,8.5,0,0,#Hezbollah was declared a #terrorist group by the #ArabLeague but they are our #Lebanese brothers an
hl2,hl2(3),3,3,2,0.667,3,1.000,8.5,1,0,@WardaHalabi @nour_nour1u hahahaha 5ls hl2 bt8ar aktar ??
souls,souls(6),6,6,1,0.167,1,0.167,8.5,0,0,Hold on to every genuine person you find. This generation has people driven by ego money &amp; statu
victim,victim(4),4,4,2,0.500,1,0.250,8.5,0,0,@MCaruso_Cabrera #Mozambique.victim of low oil price. betting on their off shore reserves 2 diversif
europa,europa(6),6,6,1,0.167,1,0.167,8.5,0,0,@MhmdLfcAbdallah @LamaRahhal akid rah terba7ouna bel Europa league ma ento l experienced fia ???
porsche,porsche(3),3,3,2,0.667,3,1.000,8.5,0,0,Porsche boxter chou toli3 ma3koun? https://t.co/S1QIC2jfYF
toli3,toli3(3),3,3,2,0.667,3,1.000,8.5,1,0,Porsche boxter chou toli3 ma3koun? https://t.co/S1QIC2jfYF
bite,bite(6),6,6,1,0.167,1,0.167,8.5,0,0,Bite me while I taste your fingertips ?
brad,brad(5),5,5,1,0.200,3,0.600,8.5,0,0,@MhmdLfcAbdallah @LamaRahhal @NadzOuta iza De Gea sar ileh men koun shalafna?  Ma hada alkon t7oto B
brave,brave(5),5,5,1,0.200,3,0.600,8.5,0,0,brave kid saves little girl's life ?? https://t.co/5Pp95tm2Hg
amount,amount(6),6,6,1,0.167,1,0.167,8.5,0,0,@moiseshijazi walla surprisingly I finished a good amount of work ?
boredom,boredom(6),6,6,1,0.167,1,0.167,8.5,0,0,#NoPlansForTonight ?#boredom ? https://t.co/l9TeWJ2h8e
marina,marina(3),3,3,2,0.667,3,1.000,8.5,0,0,@JoeKaoun kheda marina https://t.co/FAgmw7hcar
tonymwehbi,tonymwehbi(6),6,6,0,0.000,5,0.833,8.5,0,0,#nancy33 #birthday #nancy #33 #ad #marketing #tonymwehbi https://t.co/S9vlT6bTOR @ Main Street Dbaye
prayer,prayer(5),5,5,1,0.200,3,0.600,8.5,0,0,My scars tell a story. They are a reminder of times when life tried to break me but failed.… https:/
soir,soir(3),3,3,2,0.667,3,1.000,8.5,0,0,Tu manques ce soir @mellealizee @enfoires @TF1 #Enfoires2016 #TF1
byenzal,byenzal(3),3,3,2,0.667,3,1.000,8.5,0,0,@SaharZzein @zhalaaeddine be america byenzal be 18
abedroubi,abedroubi(8),8,8,0,0.000,1,0.125,8.5,0,0,@AbeDroubi @Syrian_Polls الطوووويل
nossa,nossa(4),4,4,2,0.500,1,0.250,8.5,0,0,@_damnheart nossa KKKKKKKK
ticoy,ticoy(6),6,6,1,0.167,1,0.167,8.5,0,0,Namomroblema ako sa magaganap sa TiCoy sa mga susunod na araw.... hay anu ba yan ??
destination,destination(6),6,6,0,0.000,5,0.833,8.5,0,0,Lebanon a new medical tourism destination https://t.co/AMFlYtQ0SQ https://t.co/lL9zeV1hWt
rabbit,rabbit(4),4,4,2,0.500,1,0.250,8.5,0,0,@MarkeithThe The One Who doesn't GAF ? ghg_rabbit The One who Does… https://t.co/5FPTq2Xp3B
trouble,trouble(7),7,7,0,0.000,3,0.429,8.5,0,0,Lmao @chrisbrown bro cant you stay out of trouble homie https://t.co/FNO2Dvbf04
7ale,7ale(3),3,3,2,0.667,3,1.000,8.5,1,0,@mich_h wahyet alla fakaret 7ale 7atet X ??????
sha3nine,sha3nine(3),3,3,2,0.667,3,1.000,8.5,1,0,Uf shou bshil 7ammela sham3a b a7ad l sha3nine w e7mela  https://t.co/cJVBgMSUN4
burgers,burgers(4),4,4,2,0.500,1,0.250,8.5,0,0,Who said Mini Burgers are for kids only!?Feeling hungry???? #tootbeirut #hamra #livelovelebanon #foo
evolution,evolution(5),5,5,1,0.200,3,0.600,8.5,0,0,@mdaoui @ALJADEEDNEWS be established. There will be a balance on one sude and progress and evolution
anwar,anwar(6),6,6,0,0.000,5,0.833,8.5,0,0,@anwar_alrasheed صباح الورد أستاذ أنور لم نقرأ شئ عنك عن قرار الجامعة العربية أمس
dto,dto(7),7,7,0,0.000,3,0.429,8.5,0,0,Babae haha halika dto @Sha73376402   KIMXI TSOU ATC MallShow
lakas,lakas(5),5,5,1,0.200,3,0.600,8.5,0,0,@AldenaticsTO @aldenrichards02 hahaha lakas mag sar ni Divina  #ALDUBPaandarNiDudang
sally,sally(6),6,6,0,0.000,5,0.833,8.5,0,0,@inooroke @juliekamau @ALEKIIPIANO #mwigarikolive @gasosikamaina @mwatha_bob@Marynjau6G @markdarcasc
mai,mai(4),4,4,2,0.500,1,0.250,8.5,0,0,@Aldub_ChibaJP @sally_regala @aldenrichards02 @mainedcm @Ofcaldub_Japan hindi na mai tagu ang pag ka
hawak,hawak(4),4,4,2,0.500,1,0.250,8.5,0,0,KIMXI TSOU ATC MallShow   Hawak kamay di kita iiwan sa paglalakbay ? https://t.co/n4Cg2m7Vgp
sud,sud(3),3,3,2,0.667,3,1.000,8.5,0,0,From my snap add me for more &gt;&gt; SafoHk #snapchat @ El Hlâlîyé Liban-Sud Lebanon https://t.co/Q
appleton,appleton(8),8,8,0,0.000,1,0.125,8.5,0,0,@Nicole_Appleton gd morning.have a gd day!
natallsaints,natallsaints(8),8,8,0,0.000,1,0.125,8.5,0,0,@NatAllSaints gd morning.wish u a gd day!
yumnafawaz,yumnafawaz(7),7,7,0,0.000,3,0.429,8.5,0,0,@yumnafawaz يمنى بشرفك  لما  تشوفي  شي  مسؤول شألي اذا صار في رئيس ببطل في فساد ومحاصصة ومحسوبيات وس
unacceptable,unacceptable(4),4,4,2,0.500,1,0.250,8.5,0,0,I just realized that half of my wardrobe is black. This is merely unacceptable as black will always 
lelas,lelas(8),8,8,0,0.000,1,0.125,8.5,0,0,@SyrianNdProud @Lelas_Ha  هههههه مو أنا بس مبسوطة مشان كل الناس بتحبك يا دوبي ??انا بس بدّي غازلك بع
rcgugszlgy,rcgugszlgy(6),6,6,0,0.000,5,0.833,8.5,0,0,طبيب #ميسي يكشف حقيقة صادمة! https://t.co/rcgUGszlGy https://t.co/VpDLw5hQQM
organized,organized(5),5,5,1,0.200,3,0.600,8.5,0,0,The #religious #mafia is the biggest #organized #criminality in the world It brainwashes people ensl
smell,smell(6),6,6,1,0.167,1,0.167,8.5,0,0,@WeNeedFeminlsm: Person: *gets a heart attack*  Judge: did you try attacking it back? https://t.co/A
bamlyzjhla,bamlyzjhla(7),7,7,0,0.000,3,0.429,8.5,0,0,#انشيلوتي: هكذا نجحت في ايقاف #ميسي.. ولكن! https://t.co/BamlYZJhLA https://t.co/q75px2TEge
journalist,journalist(6),6,6,1,0.167,1,0.167,8.5,0,0,Mona Eltahawy: Egyptian-American freelance journalist women's rights advocate author and commentator
bouchoucha,bouchoucha(3),3,3,2,0.667,3,1.000,8.5,0,0,With Ammoulaaaaaaaaa ?????????????? Funtime @safinat_nouh  @amel_bouchoucha #onset #selfie @ El… htt
photooftheday,photooftheday(5),5,5,1,0.200,3,0.600,8.5,0,0,Curves #curves #chair #jbeilsouks #outdoor #photooftheday #street #photographie #picofday… https://t
western,western(5),5,5,1,0.200,3,0.600,8.5,0,0,Controversial statement about the Western vision of the #Kurds from @alimuratyel in @MiddleEastEye h
viveamapanama,viveamapanama(3),3,3,2,0.667,3,1.000,8.5,0,0,Y desde el Chorro las Yayas El Cope les decimos #BuenosDiasPanama !!! #ViveAmaPanama #Panama . https
email,email(6),6,6,1,0.167,1,0.167,8.5,0,0,.@AlisonTheNewDay @thenewdayuk tried to file from Beirut but your News Ed didn't reply your news ema
lifestylezst,lifestylezst(5),5,5,1,0.200,3,0.600,8.5,0,0,@LifeStylezst @AmalHijazi أمل حجازي تُعالج قضيّة إجتماعيّة مهمّة في “كذبة كبيرة”!  https://t.co/bF3e
lifestylezstudios,lifestylezstudios(6),6,6,0,0.000,5,0.833,8.5,0,0,#لايف_ستايلز_ستديوز #LifeStylezStudios أمل حجازي تُعالج قضيّة إجتماعيّة مهمّة في “كذبة كبيرة”!  http
toward,toward(8),8,8,0,0.000,1,0.125,8.5,0,0,@houssamhanna It's ok I know they re all retards but trying to get out of your underdevelopment is a
goodbye,goodbye(6),6,6,1,0.167,1,0.167,8.5,0,0,I can't say hello to you and risk another goodbye
pa268hmek,pa268hmek6(3),3,3,2,0.667,3,1.000,8.5,1,0,A 2006 Ford Focus was just scanned nearUnnamed Road Lebanon https://t.co/Pa268hmek6 #vinny_scans #vi
ajmal,ajmal(3),3,3,2,0.667,3,1.000,8.5,0,0,@youssefalkhal Ajmal couple Youssef Al Khal &amp;Nicole Saba  #youssaba love both of you ? https://t
leaskayem,leaskayem(4),4,4,2,0.500,1,0.250,8.5,0,0,@Leaskayem HAHAHAHAHA ??
jumblat,jumblat(5),5,5,1,0.200,3,0.600,8.5,0,0,MP Talal Arslan and Taymour Jumblat are scheduled to have a meeting tomorrow so as to address the wa
address,address(6),6,6,1,0.167,1,0.167,8.5,0,0,MP Talal Arslan and Taymour Jumblat are scheduled to have a meeting tomorrow so as to address the wa
b2oul,b2oul(3),3,3,2,0.667,3,1.000,8.5,1,0,Kel marra b2oul monday bade ballesh diet bas emta ha yeje hayda l monday??
sassine,sassine(3),3,3,2,0.667,3,1.000,8.5,0,0,I'm at Sassine square https://t.co/SbFYNfgFs5
fgm,fgm(3),3,3,2,0.667,3,1.000,8.5,0,0,3.6 million girls worldwide become victims of FGM every year. #ختان_البنات_جريمة  #FGMisACrime
margherita,margherita(3),3,3,2,0.667,3,1.000,8.5,0,0,I'm at Margherita Mare pizzeria del quartiere dal 1959 in Jounieh Mt Lebanon https://t.co/zgfN4l4E3T
da2,da2(3),3,3,2,0.667,3,1.000,8.5,1,0,@najwakaram bechta2lik kell raffit 3ayn w kell ma da2 2albe b7ebbikkk???????????? https://t.co/0Jjy2
ordinary,ordinary(3),3,3,2,0.667,3,1.000,8.5,0,0,Simple but clever illustrations that make the ordinary seem extraordinary https://t.co/PI8F2LYBUY
pique,pique(8),8,8,0,0.000,1,0.125,8.5,0,0,Barca XI : Bravo - Vidal Pique Mathieu Alba - Arda SergiRoberto Iniesta - Messi Munir Neymar
rakitic,rakitic(4),4,4,2,0.500,1,0.250,8.5,0,0,Sur le banc : Ter Stegen Alves Bartra Vermaelen Samper Rakitic Suarez
rare,rare(6),6,6,1,0.167,1,0.167,8.5,0,0,@marmouriz they are a rare species these days if you find one hold on to him\her with your everythin
mental,mental(7),7,7,0,0.000,3,0.429,8.5,0,0,@RitaKaddoum94 HAHAHAHAHAHAHAHHHAHAHA the mental picture I just had of this is beyond epic???
analysis,analysis(6),6,6,1,0.167,1,0.167,8.5,0,0,@Chase_Ryan @Xaviesque Again regardless that my own analysis is the base of my opinion that's not th
sursockmuseum,sursockmuseum(3),3,3,2,0.667,3,1.000,8.5,0,0,Chips... Beetroot or potato?? #red #yellow #nibbles #vegan #sursockmuseum #beirut ? forever &amp;… h
penalties,penalties(8),8,8,0,0.000,1,0.125,8.5,0,0,Messi and his obsession in breaking all the records. Including the most penalties missed. Tsk... Tsk
atleti,atleti(8),8,8,0,0.000,1,0.125,8.5,0,0,@AlexandraJonson *Whispering* Remember the CL final between Atleti and RM? It was a draw. I switched
terrace,terrace(5),5,5,1,0.200,3,0.600,8.5,0,0,Some #HotStuff Baby ???? #SaturdayNight @ Bar Tartine -Sud - Studio 43 Terrace https://t.co/jLt6kNDt
bernie,bernie(7),7,7,0,0.000,3,0.429,8.5,0,0,It's a sad era in American Politics when the race card is the most played card by every presidential
3laye,3laye(3),3,3,2,0.667,3,1.000,8.5,1,0,rah 3laye 2 goals abo ldares
nails,nails(6),6,6,1,0.167,1,0.167,8.5,0,0,Beauty time (@ Nails R US) https://t.co/QIKWWNLMLQ
3eb,3eb(3),3,3,2,0.667,3,1.000,8.5,1,0,@mich_h do you need help? I can come like right now!! W 3eb tredoune 3al madineh idayye fadyin w hek
received,received(5),5,5,1,0.200,3,0.600,8.5,0,0,@NoProtestFromMe sure cvs are received via dms
pull,pull(8),8,8,0,0.000,1,0.125,8.5,0,0,That's the only way to stop Mathieu. Pull his shirt and get booked or else he smokes you.
basita,basita(3),3,3,2,0.667,3,1.000,8.5,0,0,@AMDeeb90 basita. And the mech part?
brains,brains(5),5,5,1,0.200,3,0.600,8.5,0,0,What's Cooking??? Soon with the brains @adelkaram9 @Saidelmarouk @fakihn https://t.co/Oj8RF8ylC8
dies,dies(7),7,7,0,0.000,3,0.429,8.5,0,0,COUNTRY NEVER DIES is the first comment ! https://t.co/7eIr2Kt2Bx Feel free to speak
sarcastic,sarcastic(6),6,6,1,0.167,1,0.167,8.5,0,0,@The_Loai @mkanaan95 i hope ur being sarcastic
desserts,desserts(3),3,3,2,0.667,3,1.000,8.5,0,0,Mousse 3 choco ? crunchy bits ? #sursockmuseum #beirut #desserts #weck #sweettooth ? @ Sursock… http
hes,hes(8),8,8,0,0.000,1,0.125,8.5,0,0,@zaynpedo HE DOES EVEN WHEN HES HAVING SEX WITH HARRY WJAT R U TALKING ABOUT FLKSDJQJDJ HE TOPS
greece,greece(7),7,7,0,0.000,3,0.429,8.5,0,0,Reuters: #Greece steps up efforts to move migrants to sheltered camps
nadal,nadal(5),5,5,1,0.200,3,0.600,8.5,0,0,AP: Real Madrid express 'total support' of Rafael Nadal a fan of the club after doping accusations f
lesson,lesson(8),8,8,0,0.000,1,0.125,8.5,0,0,If this a lesson baby teach me to behave #purposetourtolebanon
tole3,tole3(3),3,3,2,0.667,3,1.000,8.5,1,0,"@LamaRahhal I was going through my phone w Tole3 edeme ? ""I am surrounded by champions"" ????"
safaa,safaa(3),3,3,2,0.667,3,1.000,8.5,0,0,مسآئک قطعہً من الحيآة ?ممزوجہً  بنكهة •• فَرحْ }-??  وگوبُ «-أمل دافيء لمسآء أجمل بإذن اللہً?  مسآآآ
replace,replace(6),6,6,1,0.167,1,0.167,8.5,0,0,@riverlinesss we basically use them replace sounds that we can't reproduce in latin letters :p
sounds,sounds(8),8,8,0,0.000,1,0.125,8.5,0,0,@riverlinesss we basically use them replace sounds that we can't reproduce in latin letters :p
believing,believing(4),4,4,2,0.500,1,0.250,8.5,0,0,"@then0o1 @lion96969696 @K78Sms @Godphobia1 but believing in anything including the word ""theism"" the"
madami,madami(7),7,7,0,0.000,3,0.429,8.5,0,0,@ItsAnneAndres @fdragon35 @mainedcm @NickelodeonTV madami sila nag lalaban  #MaineTheSLimeBeWithYou
kindness,kindness(6),6,6,1,0.167,1,0.167,8.5,0,0,#EMAs_RaphaelJabbour Kindness
yoga,yoga(5),5,5,1,0.200,3,0.600,8.5,0,0,@ Our Yoga New Location..??? a #wonderful #meeting #place #peace #love #loveintheair #isha #sadhguru
sabbaghmanar,sabbaghmanar(7),7,7,0,0.000,3,0.429,8.5,0,0,@M@J @SabbaghManarيكفينا وجودكم أيها المفدّى فقراراتهم لا تساوي ثمن الحبر الذي كُتبت به أو ثمن الورق
jealous,jealous(8),8,8,0,0.000,1,0.125,8.5,0,0,be jealous ? https://t.co/DQKKMYHQke
toum,toum(4),4,4,2,0.500,1,0.250,8.5,0,0,@atledzepp actually byeklo malfouf ma3 l taboule w bi hoto toum bil 7omos w bihoto zeit lal tawou2 .
terrible,terrible(6),6,6,1,0.167,1,0.167,8.5,0,0,w ma fee adrab gher l shrameet that nag about how terrible that person is w then when they fucking s
allegiant,allegiant(5),5,5,1,0.200,3,0.600,8.5,0,0,Allegiant (@ CinemaCity in El Baouchriyé Greater Beirut) https://t.co/mGMHoFWF46
cinemacity,cinemacity(5),5,5,1,0.200,3,0.600,8.5,0,0,Allegiant (@ CinemaCity in El Baouchriyé Greater Beirut) https://t.co/mGMHoFWF46
lmaoo,lmaooooo(4)|lmaoo(1),5,5,1,0.200,3,0.600,8.5,0,0,Bruh 3 unfollows cause i praised kanye west lmaooooo wtf
bou,bou(3),3,3,2,0.667,3,1.000,8.5,0,0,My Bou.. @ Teatro Verdun https://t.co/8xFW5Fl1BO
searching,searching(6),6,6,1,0.167,1,0.167,8.5,0,0,it kept me searching for a heart of gold
simplicity,simplicity(5),5,5,1,0.200,3,0.600,8.5,0,0,"Hatetlak caption 3al soureta ""simplicity"" w hiye arta full makeup w ka3eb byaamla tour eiffel"
allow,allow(7),7,7,0,0.000,3,0.429,8.5,0,0,@smolmatty BUT THATS SO CUTE MY MUM WONT EVEN ALLOW ME TO BRING A GOLD FISH INSIDE OUR HOUSE
o1ne,o1ne(5),5,5,1,0.200,3,0.600,8.5,0,0,#partaaaayyyy @ O1NE Beirut https://t.co/oqPxnu3m07
bringing,bringing(7),7,7,0,0.000,3,0.429,8.5,0,0,You dont even trip when friends say you aint bringing drake along https://t.co/YbbZm7Kp6x
sarahblattouf,sarahblattouf(8),8,8,0,0.000,1,0.125,8.5,0,0,@sarahblattouf wakey wakey ????
xvnraseqeo,xvnraseqeo(5),5,5,1,0.200,3,0.600,8.5,0,0,"When a song pops  100%  &lt;a href=""https://t.co/v03DwW50Ht …""&gt;Check out Big Bag at Ken Dulin's s"
daddybaenatics,daddybaenatics(7),7,7,0,0.000,3,0.429,8.5,0,0,@DADDYBAEnatics @eurica_yvone bawal po nanood ang chef Maine  #SPSAllOutFun
uft,uft(4),4,4,2,0.500,1,0.250,8.5,0,0,Technology PD for teachers https://t.co/UXMuIZLbBI via @UFT
temple,temple(5),5,5,1,0.200,3,0.600,8.5,0,0,We must have a pressing passion and a deep desire to in the Spirit build up the Church more richly t
meat,meat(5),5,5,1,0.200,3,0.600,8.5,0,0,She strokes #DavidPerry meat with her hard nipples and crams her cleavage with that poner @DDFNetwor
3omri,3omri(3),3,3,2,0.667,3,1.000,8.5,1,0,@najwakaram chta2teliiiik ya 3omri
noss,noss(3),3,3,2,0.667,3,1.000,8.5,0,0,Aslan kel el Rjel metel ba3don *a Chinese women daya3et jawza b noss 3aj2et el sin*
easier,easier(6),6,6,1,0.167,1,0.167,8.5,0,0,I really don't why teachers are so hard on us like if i can find a better easier way to study WHY WO
sharethis,sharethis(3),3,3,2,0.667,3,1.000,8.5,0,0,Star Chart Virtual Reality App Puts Planetarium on Your Smartphone   https://t.co/YEdB554idq via @sh
pair,pair(4),4,4,2,0.500,1,0.250,8.5,0,0,KimXi TSOU AtSMDasma   Beyond perfection pair https://t.co/KqwHImvXbb
zhe2et,zhe2et(3),3,3,2,0.667,3,1.000,8.5,1,0,Zhe2et ktir
arrived,arrived(6),6,6,1,0.167,1,0.167,8.5,0,0,Maronite Patriarch Bechara al-Rahi arrived in Harissa
sken,sken(6),6,6,1,0.167,1,0.167,8.5,0,0,9th spot n xa sken  KimXi TSOU AtSMDasma
mbere7,mbere7(3),3,3,2,0.667,3,1.000,8.5,1,0,I can't remember wen sem3eta w elei men mbere7 3am mout ta etzakar
convince,convince(4),4,4,2,0.500,1,0.250,8.5,0,0,Low key tryna convince my parents to go out after lunch so i can eat the left over tacos #oops
husseinmasri32,husseinmasri321(3),3,3,2,0.667,3,1.000,8.5,1,0,"When Tariq's fingers tentatively began to slip into hers Laila let them. (Part 1),None,None,en,لبنان"
rue,rue(4),4,4,2,0.500,1,0.250,8.5,0,0,? @ Rue Monot https://t.co/VfCbttDGQ4
zah2an,zah2an(3),3,3,2,0.667,3,1.000,8.5,1,0,Feyi2 zah2an ?
scenes,scenes(5),5,5,1,0.200,3,0.600,8.5,0,0,Exclusive behind the scenes extract from my #snapchat so If you see it there you've seen it… https:/
seek,seek(6),6,6,1,0.167,1,0.167,8.5,0,0,God is all powerful and mighty seek Him
bibatel,bibatel(3),3,3,2,0.667,3,1.000,8.5,0,0,Iza shelo l zbeleh bibatel 3ande hejje for failing my courses
pagbalik,pagbalik(3),3,3,2,0.667,3,1.000,8.5,0,0,Naiyak ako dito Bhe masaya talaga ako na nakauwi muna siya ng Japan pra pagbalik nya Miho 3.0 na ang
anywhere,anywhere(8),8,8,0,0.000,1,0.125,8.5,0,0,Be free to worship God anyhow anywhere and anytime. He alone is worthy of our praise.
estoy,estoy(4),4,4,2,0.500,1,0.250,8.5,0,0,@Nicoocarc @minngo13 que joda la diferencia horaria nocierto yo estoy por almorzar
episodes,episodes(5),5,5,1,0.200,3,0.600,8.5,0,0,I've just finished #TNS and I love it! And have watched 4 episodes of the new season but It'll never
gun,gun(5),5,5,1,0.200,3,0.600,8.5,0,0,@Kushrenada_NL I think it may mean gun practice for you too my friend
rayanh97,rayanh97(3),3,3,2,0.667,3,1.000,8.5,1,0,@rayanh97 depends on where's your piercing
bonheur,bonheur(4),4,4,2,0.500,1,0.250,8.5,0,0,L'argent ne fait pas le bonheur il y contribue
deserved,deserved(8),8,8,0,0.000,1,0.125,8.5,0,0,Wow Congrats po Ms @vanzmercado deserved mo yan sana ikaw nalang din Manager ni @gt_miho   MIHO OnBa
utd,utd(6),6,6,1,0.167,1,0.167,8.5,0,0,Why watch Man Utd when you can watch paint dry?
klopp,klopp(6),6,6,1,0.167,1,0.167,8.5,0,0,https://t.co/iRWyeWz1MG #JustinBieber  #JenniferLawrence  #BYOBdance  #kpop #Klopp  Follow https://t
agreed,agreed(5),5,5,1,0.200,3,0.600,8.5,0,0,@damian130493 @WhatTheFFacts agreed
saidtarraf,saidtarraf(6),6,6,1,0.167,1,0.167,8.5,0,0,@_iStan4Rihanna @saidtarraf #3ayouché
header,header(7),7,7,0,0.000,3,0.429,8.5,0,0,#NoBrokenHearts Avi/Header cover edit. Give credits incase u wanna use them ???? https://t.co/hthdtY
cherokee,cherokee(3),3,3,2,0.667,3,1.000,8.5,0,0,A 2004 Jeep Grand Cherokee was just scanned nearUnnamed Road Lebanon https://t.co/ACZACnVx3d #follow
