id,arabizi_variant,normalized_arabizi,arabic_lebanese,english_meaning,category,part_of_speech,form_type,notes,confidence
15516,stanne barra,stanne barra,إستنّي برا,wait outside,daily_phrases,phrase,phrase,Expansion Round 2; command/request,high
15517,stanne fo2,stanne fo2,إستنّي فوق,wait upstairs,daily_phrases,phrase,phrase,Expansion Round 2; command/request,high
15518,stanne hon,stanne hon,إستنّي هون,wait here,daily_phrases,phrase,phrase,Expansion Round 2; command/request,high
15519,stanne ta7et,stanne ta7et,إستنّي تحت,wait downstairs,daily_phrases,phrase,phrase,Expansion Round 2; command/request,high
15520,te2il,t2il,تقيل,heavy,daily_phrases,adjective,spelling_variant,Expansion Round 2; adjective/description,high
15521,t2il,t2il,تقيل,heavy/annoying,daily_phrases,adjective,base_word,Expansion Round 2; adjective/description,high
15522,t2eel,t2il,تقيل,heavy/annoying,daily_phrases,adjective,spelling_variant,Expansion Round 2; adjective/description,high
15523,te2ile,t2ile,تقيلة,heavy,daily_phrases,adjective,spelling_variant,Expansion Round 2; adjective/description,high
15524,t2ile,t2ile,تقيلة,heavy/annoying,daily_phrases,adjective,base_word,Expansion Round 2; adjective/description; feminine,high
15525,t2eeli,t2ile,تقيلة,heavy/annoying,daily_phrases,adjective,spelling_variant,Expansion Round 2; adjective/description; feminine,high
15526,tall3e barra,tall3e barra,طلّعي برا,take out/show outside,daily_phrases,phrase,phrase,Expansion Round 2; command/request,high
15527,tall3e fo2,tall3e fo2,طلّعي فوق,take out/show upstairs,daily_phrases,phrase,phrase,Expansion Round 2; command/request,high
15528,tall3e hon,tall3e hon,طلّعي هون,take out/show here,daily_phrases,phrase,phrase,Expansion Round 2; command/request,high
15529,tall3e ta7et,tall3e ta7et,طلّعي تحت,take out/show downstairs,daily_phrases,phrase,phrase,Expansion Round 2; command/request,high
15530,talli3 barra,talli3 barra,طلّع برا,take out/show outside,daily_phrases,phrase,phrase,Expansion Round 2; command/request,high
15531,talli3 fo2,talli3 fo2,طلّع فوق,take out/show upstairs,daily_phrases,phrase,phrase,Expansion Round 2; command/request,high
15532,talli3 hon,talli3 hon,طلّع هون,take out/show here,daily_phrases,phrase,phrase,Expansion Round 2; command/request,high
15533,talli3 ta7et,talli3 ta7et,طلّع تحت,take out/show downstairs,daily_phrases,phrase,phrase,Expansion Round 2; command/request,high
15534,tawil,tawil,طويل,long/tall,daily_phrases,adjective,base_word,Expansion Round 2; adjective/description,high
15535,taweel,tawil,طويل,long/tall,daily_phrases,adjective,spelling_variant,Expansion Round 2; adjective/description,high
15536,tawile,tawile,طويلة,long/tall,daily_phrases,adjective,base_word,Expansion Round 2; adjective/description; feminine,high
15537,taweele,tawile,طويلة,long/tall,daily_phrases,adjective,spelling_variant,Expansion Round 2; adjective/description; feminine,high
15538,weskha,weskha,وسخة,dirty,daily_phrases,adjective,base_word,Expansion Round 2; adjective/description,high
15539,yaane ma ba3ref,yaane ma ba3ref,يعني ما بعرف,I mean I do not know,daily_phrases,phrase,phrase,Expansion Round 2; connector phrase,high
15540,zghir,zghir,صغير,small,daily_phrases,adjective,base_word,Expansion Round 2; adjective/description,high
15541,zghire,zghire,صغيرة,small,daily_phrases,adjective,base_word,Expansion Round 2; adjective/description,high
15542,2adde badda,2adde badda,قدّي بدّا؟,how much does it need/take?,questions,phrase,question,Expansion Round 2; quantity question,high
15543,2addeh badda,2adde badda,قدّي بدّا؟,how much does it need/take?,questions,phrase,spelling_variant,Expansion Round 2; quantity question,high
15544,2elle emta,2elle emta,قلّي إمتى,tell me when,questions,phrase,question,Expansion Round 2; question/request,high
15545,elle emta,2elle emta,قلّي إمتى,tell me when,questions,phrase,spelling_variant,Expansion Round 2; question/request,high
15546,2elle kif,2elle kif,قلّي كيف,tell me how,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15547,2elle wen,2elle wen,قلّي وين,tell me where,questions,phrase,question,Expansion Round 2; question/request,high
15548,elle wen,2elle wen,قلّي وين,tell me where,questions,phrase,spelling_variant,Expansion Round 2; question/request,high
15549,addesh,addesh,قديش؟,how much?,questions,question_word,question,Expansion Round 2; quantity question,high
15550,ayya ma7al,ayya ma7al,أي محل؟,which place/shop?,questions,phrase,question,Expansion Round 2; question phrase,high
15551,aya ma7al,ayya ma7al,أي محل؟,which place/shop?,questions,phrase,spelling_variant,Expansion Round 2; question phrase,high
15552,aya wa2et,ayya wa2et,أي وقت؟,what time?,questions,phrase,spelling_variant,Expansion Round 2; question phrase,high
15553,ayya wa2t,ayya wa2et,أي وقت؟,what time?,questions,phrase,spelling_variant,Expansion Round 2; question phrase,high
15554,aya wa7ad,ayya wa7ad,أي واحد؟,which one?,questions,phrase,spelling_variant,Expansion Round 2; question phrase,high
15555,baddi es2alak shi,baddi es2alak shi,بدي إسألك شي,I want to ask you something,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15556,emta bteje,emta bteje,إمتى بتجي؟,when are you coming?,questions,phrase,question,Expansion Round 2; question phrase; to masculine/general,high
15557,imta bteje,emta bteje,إمتى بتجي؟,when are you coming?,questions,phrase,spelling_variant,Expansion Round 2; question phrase; to masculine/general,high
15558,emta lezim koun hon,emta lezim koun hon,إمتى لازم كون هون؟,when should I be here?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15559,fi 2ahwe,fi 2ahwe,في قهوة؟,is there coffee?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15560,fe 2ahwe,fi 2ahwe,في قهوة؟,is there coffee?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15561,fi 7aje la shi,fi 7aje la shi,في حاجة لشي؟,is there a need for anything?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15562,fi akel,fi akel,في أكل؟,is there food?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15563,fe akel,fi akel,في أكل؟,is there food?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15564,fi alam,fi alam,في قلم؟,is there a pen?,questions,phrase,question,Expansion Round 2; reusable question frame,high
15565,fi bab,fi bab,في باب؟,is there a door?,questions,phrase,question,Expansion Round 2; reusable question frame,high
15566,fi charger,fi charger,في تشارجر؟,is there a charger?,questions,phrase,question,Expansion Round 2; reusable question frame,high
15567,fi daftar,fi daftar,في دفتر؟,is there a notebook?,questions,phrase,question,Expansion Round 2; reusable question frame,high
15568,fi file,fi file,في فايل؟,is there a file?,questions,phrase,question,Expansion Round 2; reusable question frame,high
15569,fi invoice,fi invoice,في إنفويس؟,is there an invoice?,questions,phrase,question,Expansion Round 2; reusable question frame,high
15570,fi kebbeye,fi kebbeye,في كباية؟,is there a cup?,questions,phrase,question,Expansion Round 2; reusable question frame,high
15571,fi kershe,fi kershe,في كرسي؟,is there a chair?,questions,phrase,question,Expansion Round 2; reusable question frame,high
15572,fi kyes,fi kyes,في كيس؟,is there a bag?,questions,phrase,question,Expansion Round 2; reusable question frame,high
15573,fi l account,fi l account,في الأكاونت؟,is the account available?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15574,fe l account,fi l account,في الأكاونت؟,is the account available?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15575,fi l aghrad,fi l aghrad,في الغراض؟,are the items available?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15576,fe l aghrad,fi l aghrad,في الغراض؟,are the items available?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15577,fi l alam,fi l alam,في القلم؟,is the pen available?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15578,fe l alam,fi l alam,في القلم؟,is the pen available?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15579,fi l beb,fi l beb,في الباب؟,is the door available?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15580,fe l beb,fi l beb,في الباب؟,is the door available?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15581,fi l charger,fi l charger,في التشارجر؟,is the charger available?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15582,fe l charger,fi l charger,في التشارجر؟,is the charger available?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15583,fi l daftar,fi l daftar,في الدفتر؟,is the notebook available?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15584,fe l daftar,fi l daftar,في الدفتر؟,is the notebook available?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15585,fi l fatoura,fi l fatoura,في الفاتورة؟,is the bill/receipt available?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15586,fe l fatoura,fi l fatoura,في الفاتورة؟,is the bill/receipt available?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15587,fi l file,fi l file,في الفايل؟,is the file available?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15588,fe l file,fi l file,في الفايل؟,is the file available?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15589,fi l gharad,fi l gharad,في الغرض؟,is the item available?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15590,fe l gharad,fi l gharad,في الغرض؟,is the item available?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15591,fi l invoice,fi l invoice,في الإنفويس؟,is the invoice available?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15592,fe l invoice,fi l invoice,في الإنفويس؟,is the invoice available?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15593,fi l kebbeye,fi l kebbeye,في الكباية؟,is the cup available?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15594,fe l kebbeye,fi l kebbeye,في الكباية؟,is the cup available?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15595,fi l kerse,fi l kerse,في الكرسي؟,is the chair available?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15596,fe l kerse,fi l kerse,في الكرسي؟,is the chair available?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15597,fi l kyes,fi l kyes,في الكيس؟,is the bag available?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15598,fe l kyes,fi l kyes,في الكيس؟,is the bag available?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15599,fi l laptop,fi l laptop,في اللابتوب؟,is the laptop available?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15600,fe l laptop,fi l laptop,في اللابتوب؟,is the laptop available?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15601,fi l link,fi l link,في اللينك؟,is the link available?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15602,fe l link,fi l link,في اللينك؟,is the link available?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15603,fi l location,fi l location,في اللوكيشن؟,is the location available?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15604,fe l location,fi l location,في اللوكيشن؟,is the location available?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15605,fi l mafte7,fi l mafte7,في المفتاح؟,is the key available?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15606,fe l mafte7,fi l mafte7,في المفتاح؟,is the key available?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15607,fi l order,fi l order,في الأوردر؟,is the order available?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15608,fe l order,fi l order,في الأوردر؟,is the order available?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15609,fi l password,fi l password,في الباسوورد؟,is the password available?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15610,fe l password,fi l password,في الباسوورد؟,is the password available?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15611,fi l phone,fi l phone,في الفون؟,is the phone available?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15612,fe l phone,fi l phone,في الفون؟,is the phone available?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15613,fi l recu,fi l recu,في الريسي؟,is the receipt available?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15614,fe l recu,fi l recu,في الريسي؟,is the receipt available?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15615,fi l sandou2,fi l sandou2,في الصندوق؟,is the box available?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15616,fe l sandou2,fi l sandou2,في الصندوق؟,is the box available?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15617,fi l screenshot,fi l screenshot,في السكرينشوت؟,is the screenshot available?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
15618,fe l screenshot,fi l screenshot,في السكرينشوت؟,is the screenshot available?,questions,phrase,spelling_variant,Expansion Round 2; reusable phrase frame,high
15619,fi l shanta,fi l shanta,في الشنطة؟,is the bag available?,questions,phrase,question,Expansion Round 2; reusable phrase frame,high
